[start]
20160101	0	20300101	0	50700	999999	0	0	1	1	0	150	0	0	0	0	7500	0	2000	0	500	0	0	0	Some Cats only appear here! All Cats here are Rare or above.
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20170101	0	20300101	0	50700	999999	0	0	2	2	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	50700	999999	0	0	3	2	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20180612	1100	20180713	1100	70100	999999	0	0	1	4	-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		294	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!
20180712	1100	20180714	1100	70100	999999	0	0	1	1	276	150	0	0	0	0	7000	0	2500	0	500	0	0	0	★ Elemental Pixies ★ Cosmic powers brought to life as Uber Rare allies!
20180714	1100	20180717	1100	70100	999999	0	0	1	1	302	150	0	0	0	0	6500	0	2600	0	900	0	0	0	★ EPICFEST ★ Extra-high drop rates for Ubers, plus Dark Mitama!
20180713	1100	20300803	1100	70100	999999	0	0	1	4	-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		303	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!
20180717	1100	20180719	1100	70100	999999	0	0	1	1	224	150	0	0	0	0	7000	0	2500	0	500	0	0	0	★ Galaxy Gals★ Cute 'n' tough Uber Cats!
20180719	1100	20180721	1100	70100	999999	0	0	1	1	246	150	0	4	0	0	7000	0	2500	0	500	0	0	0	AIR BUSTERS plus R.E.I ★ With Increasing Capsules discount!
20180721	1100	20180731	0	70100	999999	0	0	0	4	-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		7	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	【Limited Event】 Special chance for XP and Catamins! ★ On thru 7/30!
20180721	1100	20180724	1100	70100	999999	0	0	1	1	221	150	0	0	0	0	7000	0	2500	0	500	0	0	0	★ Vajiras Wargods! ★ Tactical master Uber Cats!
20180724	1100	20180726	1100	70200	999999	0	0	1	1	283	150	0	0	0	0	7000	0	2500	0	500	0	0	0	★ IRON LEGION ★ Heavy metal Uber Cats with Zombie-crushing powers!!
20180726	1100	20180728	1100	70200	999999	0	0	1	1	230	150	0	0	0	0	7000	0	2500	0	500	0	0	0	★ Ultra Souls★ Top-class Ubers of legendary might!
20180728	1100	20180731	1100	70200	999999	0	0	1	1	236	150	0	0	0	0	7000	0	2500	0	500	1	0	0	★ The Almighties! ★ Legendary Uber Cats with 11-Draw Guarantee!
[end]
