[start]
20160101	0	20300101	0	50700	999999	0	0	1	1	0	150	0	0	0	0	7500	0	2000	0	500	0	0	0	Some Cats only appear here! All Cats here are Rare or above.
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	2	3	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	3	3	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20191223	1100	20300101	1100	90100	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		471	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!
20200111	1100	20300101	1100	90100	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		480	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!
20200228	1100	20300101	1100	90300	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		484	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!
20200309	1100	20200323	1100	90300	999999	0	0	1	1	414	150	0	0	0	0	7000	0	2500	0	500	0	0	0	Limited Ed. Capsules with ONLY Merc Storia heroes!
20200309	1100	20200316	1100	90300	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	300	0	400	0	2000	0	7000	0	600	0	0	0	Limited Capsules ★ Collect Catfruit by drawing from this set!
20200309	1100	20200311	1100	90300	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		454	150	0	0	0	0	7000	0	2500	0	500	0	0	0	Spooky beauties from the netherworld! It's the GIRLS & MONSTERS!
20200311	1100	20200313	1100	90300	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		445	150	0	0	0	0	6970	0	2500	0	500	0	30	0	Ultimate Cat artillery, with a top-secret Legend?! ★ Tap banner for info!
20200313	1100	20200316	1100	90300	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		479	150	0	0	0	0	6500	0	2600	0	900	0	0	0	D'arktanyan is here! ★ Plus higher drop rate for Uber Rares!
20200316	1100	20200402	000	90300	999999	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		41	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	【Limited Event】 Special chance for XP and Catamins! ★ On thru 4/1!
20200316	1100	20200318	1100	90300	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		430	150	0	0	0	0	6970	0	2500	0	500	0	30	0	Galaxy Gals, here from the future to win the day! ★ Tap banner for info!
20200318	1100	20200320	1100	90300	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		448	150	0	0	0	0	6970	0	2500	0	500	0	30	0	★ Elemental Pixies ★ Cosmic powers brought to life, with a mystery elemental!
20200320	1100	20200323	1100	90300	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		487	150	0	0	0	0	6970	0	2500	0	500	1	30	0	Sharpshooter Saki is here to defend justice!  ★ Tap banner for info!
20200320	1100	20300101	1100	90300	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		492	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!
20200320	1100	20200323	1100	90300	999999	0	0	1	1	414	150	0	0	0	0	7000	0	2500	0	500	1	0	0	LAST CHANCE: Merc Storia Capsules, with 11-Draw Guaranteed Uber!
[end]
