[start]
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	2	3	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	3	3	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20201009	1100	20300101	1100	90900	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		525	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!
20201113	1100	20300101	1100	91000	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		543	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!
20201116	1100	20201202	000	91000	999999	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		53	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	【Limited Event】 Special chance for XP and Catamins! ★ On thru 12/1!
20201118	1100	20201203	000	91000	999999	0	0	0	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	7400	0	2100	0	500	0	0	0	【Limited】 Collect Li'l Cats only during this event!★ Thru December 2nd!
20201130	1100	20201202	1100	100000	999999	0	0	1	1	451	150	0	4076	0	0	7000	0	2500	0	500	0	0	0	Leave those Red nasties to the RED BUSTERS! Tap banner for info!
20201130	1100	20201202	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		452	150	0	4076	0	0	7000	0	2500	0	500	0	0	0	Floating has no hope against the AIR BUSTERS! Tap banner for info!
20201130	1100	20201202	1100	100000	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		453	150	0	4076	0	0	7000	0	2500	0	500	0	0	0	Metal baddies? No sweat for the METAL BUSTERS! Tap banner for info!
20201130	1100	20201207	1100	100000	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	2	500	0	7000	0	2000	0	500	0	0	0	★ Limited Capsules ★ Pick up extra Catseyes in this special Capsule set!
20201202	1100	20201204	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		430	150	0	0	0	0	6970	0	2500	0	500	0	30	0	Galaxy Gals, here from the future to win the day! ★ Tap banner for info!
20201204	1100	20201207	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		517	150	0	0	0	0	6970	0	2500	0	500	1	30	0	Papaluga joins the uncanny Nekolugas! ★ Tap banner for info!
20201207	1100	20201214	1100	100000	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	300	0	400	0	2000	0	7000	0	600	0	0	0	Limited Capsules ★ Collect Catfruit by drawing from this set!
20201207	1100	20201209	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		424	150	0	0	0	0	6970	0	2500	0	500	0	30	0	A wacky variety set of mighty Uber Cats! ★ Tap banner for info!
20201209	1100	20201211	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		427	150	0	0	0	0	6970	0	2500	0	500	0	30	0	Slay your foes with the mighty Vajiras! ★ Tap banner for info!
20201211	1100	20201214	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		497	150	0	0	0	0	6970	0	2500	0	500	0	30	0	The Almighties, supreme beings of Catkind! ★ Tap banner for info!
[end]
