[start]
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	2	3	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	3	3	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20210503	1100	20300101	0	100400	999999	0	0	0	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		62	0	0	0	0	0	7400	0	2100	0	500	0	0	0	【Limited】 Collect Li'l Cats only during this event!	0	0	4	fr	【Durée limitée】 P’tits Chats uniquement dans cet événement !	it	【Limitato】 Ottieni Mini Gatti solo in questo evento! 	de	(Begrenzt) Sammle nur während dieses Events kleine Katzen!	es	[Exclusivo] ¡Consigue Minigatos solo en este evento!
20210416	1100	20300101	0	100400	999999	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		63	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	【Limited Event】 Special chance for XP and Catamins!	0	0	0	4	fr	【Durée limitée】 Chance spéciale d’obtenir XP et vichamines ! 	it	【Evento limitato】 Occasione speciale per XP e Vitamiao! 	de	(Begrenztes Event) Sonderchance auf XP und Katzamine! 	es	[Evento exclusivo] ¡Probabilidad de ganar XP y gataminas!
20220106	1100	20300101	1100	110100	999999	0	0	0	1	64	0	2300	0	10000	0	0	0	0	0	0	0	0	0		4	fr		it		de		es	
20220527	1100	20300101	1100	110400	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		723	0	0	0	0	0	0	0	0	0	9500	0	500	0	Get a Guaranteed Uber or Legend Rare from the Legend Capsules!	0	0	0	4	fr	Un ultra rare ou un légendaire garanti dans les Chapsules légendaires !	it	Ottieni un'unità ultra rara o leggendaria garantita dalle Capsule leggendarie!	de	Garantiert eine mega- oder legendär seltene Katze aus legendären Kapseln!	es	¡Una unidad megarrara o legendaria garantizada en las bolas legendarias!
20220527	1100	20300101	1100	110400	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		722	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!	0	0	0	0	4	fr	Obtiens un ultra rare ! 100 % de chances avec les Chapsules platine !	it	Ottieni un gatto ultra raro! 100% possibilità di Ultra nelle CAPSULE PLATINO!	de	Hol dir eine megaseltene Katze!! 100-%-Chance in den PLATINKAPSELN!	es	¡Gana un gato megarraro! Garantizado en las BOLAS DE PLATINO.
20220715	1100	20300101	1100	110600	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		730	0	0	0	0	0	0	0	0	0	9500	0	500	0	Get a Guaranteed Uber or Legend Rare from the Legend Capsules!	0	0	0	4	fr	Un ultra rare ou un légendaire garanti dans les Chapsules légendaires !	it	Ottieni un'unità ultra rara o leggendaria garantita dalle Capsule leggendarie!	de	Garantiert eine mega- oder legendär seltene Katze aus legendären Kapseln!	es	¡Una unidad megarrara o legendaria garantizada en las bolas legendarias!
20220715	1100	20300101	1100	110600	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		729	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!	0	0	0	0	4	fr	Obtiens un ultra rare ! 100 % de chances avec les Chapsules platine !	it	Ottieni un gatto ultra raro! 100% possibilità di Ultra nelle CAPSULE PLATINO!	de	Hol dir eine megaseltene Katze!! 100-%-Chance in den PLATINKAPSELN!	es	¡Gana un gato megarraro! Garantizado en las BOLAS DE PLATINO.
20220802	1100	20300101	1100	110700	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		736	0	0	0	0	0	0	0	0	0	9500	0	500	0	Get a Guaranteed Uber or Legend Rare from the Legend Capsules!	0	0	0	4	fr	Un ultra rare ou un légendaire garanti dans les Chapsules légendaires !	it	Ottieni un'unità ultra rara o leggendaria garantita dalle Capsule leggendarie!	de	Garantiert eine mega- oder legendär seltene Katze aus legendären Kapseln!	es	¡Una unidad megarrara o legendaria garantizada en las bolas legendarias!
20220802	1100	20300101	1100	110700	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		735	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!	0	0	0	0	4	fr	Obtiens un ultra rare ! 100 % de chances avec les Chapsules platine !	it	Ottieni un gatto ultra raro! 100% possibilità di Ultra nelle CAPSULE PLATINO!	de	Hol dir eine megaseltene Katze!! 100-%-Chance in den PLATINKAPSELN!	es	¡Gana un gato megarraro! Garantizado en las BOLAS DE PLATINO.
20220826	1100	20300101	1100	110700	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		746	0	0	0	0	0	0	0	0	0	9500	0	500	0	Get a Guaranteed Uber or Legend Rare from the Legend Capsules!	0	0	0	4	fr	Un ultra rare ou un légendaire garanti dans les Chapsules légendaires !	it	Ottieni un'unità ultra rara o leggendaria garantita dalle Capsule leggendarie!	de	Garantiert eine mega- oder legendär seltene Katze aus legendären Kapseln!	es	¡Una unidad megarrara o legendaria garantizada en las bolas legendarias!
20220826	1100	20300101	1100	110700	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		745	0	0	0	0	0	0	0	0	0	10000	0	0	0	Get an Uber Rare Cat!! 100% Uber drop Rate in the PLATINUM CAPSULES!	0	0	0	0	4	fr	Obtiens un ultra rare ! 100 % de chances avec les Chapsules platine !	it	Ottieni un gatto ultra raro! 100% possibilità di Ultra nelle CAPSULE PLATINO!	de	Hol dir eine megaseltene Katze!! 100-%-Chance in den PLATINKAPSELN!	es	¡Gana un gato megarraro! Garantizado en las BOLAS DE PLATINO.
20220919	000	20220926	000	110800	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	300	0	400	0	2000	0	7000	0	600	0	0	0	Limited Capsules ★ Collect Catfruit by drawing from this set!	0	4	fr	Chapsules ponctuelles ★ Obtiens des Chagrumes dans cet ensemble !	it	Capsule limitate ★ Ottieni miagrumi sorteggiando da questo set!	de	Limitierte Kapseln ★ Sammle Katzenfrüchte aus diesem Set!	es	Bolas exclusivas ★ ¡Consigue fruta felina en esta serie de bolas!
20220919	1100	20220922	1100	110800	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		678	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	Punish Floating and Aku with NEW hero Lucifer the Fallen! ★ Tap for info!	0	4	fr	Élimine flottants et Akus avec Lucifer le déchu ! ★ Touche pour des infos	it	Punisci fluttuanti e Aku con il NUOVO eroe Lucifero caduto! ★ Tocca per info!	de	Strafe Fliegende & Aku: NEUER „Luzifer der Gefallene“! ★ Tippe für mehr Info!	es	¡Castiga a akus y voladores con Lucifer el Caído! ★ ¡Toca para saber más!
20220919	1100	20220922	1100	110800	999999	0	0	1	1	666	150	0	0	0	0	7000	0	2500	0	500	0	0	0	New Heroes appear to celebrate 8 Years! ★ Tap banner for info!	4	fr	De nouveaux héros arrivent pour fêter les 8 ans ! ★ Touche pour plus d’infos !	it	Arrivano dei nuovi eroi per festeggiare 8 anni! ★ Tocca il banner!	de	Neue Helden erscheinen, um 8 Jahre zu feiern! ★ Tippe auf das Banner!	es	Llegan nuevos héroes para celebrar los 8 años. ★ ¡Toca para saber más!
20220922	1100	20220925	1100	110800	999999	0	0	1	1	737	150	0	0	0	0	6970	0	2500	0	500	0	30	0	Ultra Selection! ★ Tap banner for info!	4	fr	Ultra rares au choix ! ★ Touche pour plus d’infos !	it	Selezione Ultra! ★ Tocca il banner!	de	Mega-Auswahl! ★ Tippe auf das Banner!	es	¡Ultraselección! ★ ¡Toca para saber más!
20220922	1100	20220924	1100	110800	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		625	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	NEW Barrier and Shield destroying hero Furiluga appears! ★Tap banner for info!	0	4	fr	Nouvel anti-barrières et boucliers Furiluga ! ★Bannière pour plus d'infos.	it	Arriva Furiluga: il NUOVO eroe che distrugge barriere e scudi! ★Tocca il banner!	de	NEUER Barrieren- und Schilde-zerstörender Held Furiluga! ★ Tippe auf das Banner!	es	El nuevo héroe, Furiluga, rompe barreras y escudos. ★ ¡Toca para saber más!
20220924	1100	20220926	1100	110800	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		718	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	Colossus Slaying NEW hero Bliza joins the Elemental Pixies! ★ Tap for info!	0	4	fr	Bliza, fléau des colosses des Farfadets élémentaires ! ★ Touche pour des infos	it	L'ammazzagiganti Bliza si unisce alle Fate elementali! ★ Tocca per info!	de	Die NEUE Kolosstöter-Heldin „Bliza“ stößt zu den Elementfeen! ★ Tippe für Infos!	es	Ventis matacolosos se une a las Hadas Elementales. ★ ¡Toca para saber más!
20220926	000	20221003	000	110800	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	2	500	0	7000	0	2000	0	500	0	0	0	★ Limited Capsules ★ Pick up extra Catseyes in this special Capsule set!	0	4	fr	★ Chapsules à durée limitée ★ Plus d’œils-de-chat dans ces Chapsules spéciales !	it	★ Capsule limitate ★ Ottieni Occhio di gatto in questo speciale set capsule!	de	★ Limitierte Kapseln ★ Hol dir zusätzliche Katzenaugen durch dieses Kapselset!	es	★ Bolas exclusivas ★ ¡Consigue más gatojos en esta serie especial de bolas!
20221003	000	20221010	1100	110800	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	300	0	400	0	2000	0	7000	0	600	0	0	0	Limited Capsules ★ Collect Catfruit by drawing from this set!	0	4	fr	Chapsules ponctuelles ★ Obtiens des Chagrumes dans cet ensemble !	it	Capsule limitate ★ Ottieni miagrumi sorteggiando da questo set!	de	Limitierte Kapseln ★ Sammle Katzenfrüchte aus diesem Set!	es	Bolas exclusivas ★ ¡Consigue fruta felina en esta serie de bolas!
20220926	000	20220929	1100	110800	999999	0	0	1	1	667	150	0	0	0	0	7000	0	2500	0	500	0	0	0	New Heroes appear to celebrate 8 Years! ★ Tap banner for info!	4	fr	De nouveaux héros arrivent pour fêter les 8 ans ! ★ Touche pour plus d’infos !	it	Arrivano dei nuovi eroi per festeggiare 8 anni! ★ Tocca il banner!	de	Neue Helden erscheinen, um 8 Jahre zu feiern! ★ Tippe auf das Banner!	es	Llegan nuevos héroes para celebrar los 8 años. ★ ¡Toca para saber más!
20220926	1100	20220928	1100	110800	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		741	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	Colossus Slayer Cat Tengu joins the fight! Tap banner for info!	0	4	fr	Chat Tengu, fléau des colosses, rejoint la bataille ! Touche pour plus d'infos !	it	L'ammazzagiganti Gatto Tengu Scende in campo! Tocca il banner!	de	Kolosstöter „Katzen-Tengu“ tritt dem Kampf bei! Tippe auf das Banner!	es	¡Gatengu matacolosos se une a la lucha! ¡Toca para saber más!
20220928	1100	20221001	1100	110800	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		644	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	Tear through Zombies/Aku with Mighty Deth-Troy-R! ★ Tap banner for info!	0	4	fr	Annihile zombies/Akus avec Puissant Dess-truk-teur ★ Touche pour plus d'infos !	it	Sbaraglia zombi/Aku con Deth-Troy-R possente! ★ Tocca il banner!	de	Erledige Zombies/Aku mit dem Mächtigen Zernichter! ★ Tippe auf das Banner!	es	¡Destroza a zombis y akus con Dez-Troyer-R Brutal! ★ ¡Toca para saber más!
20220929	1100	20221003	1100	110800	999999	0	0	1	1	738	150	0	0	0	0	6970	0	2500	0	500	0	30	0	8 Year Celebration: Miracle Selection! ★ Tap banner for info!	4	fr	Célébration des 8 ans : Choix miraculeux ! ★ Touche pour plus d’infos !	it	Festeggiamo 8 anni: Selezione Miracolo! ★ Tocca il banner!	de	8-Jahres-Feier: Wunderauswahl! ★ Tippe auf das Banner!	es	Celebración de los 8 años: ¡Ultraselección! ★ ¡Toca para saber más!
20221001	1100	20221003	1100	110800	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		708	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	Colossus Slayer Hattori Hanzo joins the fight! ★ Tap banner for info!	0	4	fr	Hanzo Hattori, Fléau des colosses, rejoint la bataille ! ★ Touche pour info !	it	L'ammazzagiganti Hattori Hanzo scende in campo! ★ Tocca il banner!	de	Kolosstöter „Hattori Hanzo“ tritt dem Kampf bei! ★ Tippe auf das Banner!	es	¡El matacolosos Hattori Hanzo se une al combate! ★ ¡Toca para saber más!
