[start]
20180109	1100	20300101	0	60700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20160101	0	20300101	0	50700	999999	0	0	1	1	0	150	0	0	0	0	7500	0	2000	0	500	0	0	0	ここでしか手に入らないキャラクターが必ず出現！しかもレアキャラ以上確定!!
20180101	0	20300101	0	50700	999999	0	0	2	2	33	30	0	0	0	0	7500	0	2000	0	500	0	0	0		23	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20180101	0	20300101	0	50700	999999	0	0	3	2	33	75	0	0	0	0	7500	0	2000	0	500	0	0	0		23	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20180915	1100	20300101	0	70400	999999	0	0	1	4	-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		320	0	0	0	0	0	0	0	0	0	10000	0	0	0	超激レアのキャラクターが必ず１体手に入る「プラチナガチャ」！
20190116	1100	20190201	1100	80100	999999	0	0	0	4	-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		18	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	【期間限定】ネコビタンとXPが手に入る特別仕様ガチャ！★2月1日まで！
20190114	1100	20190116	1100	80100	999999	0	0	1	1	351	150	0	0	0	0	7000	0	2500	0	500	0	0	0	宇宙の果てからやって来た、個性的で楽しい精霊達！★詳細はバナーをタップ!!
20190116	1100	20190118	1100	80100	999999	0	0	1	1	348	150	0	0	0	0	7000	0	2500	0	500	0	0	0	超ド級！ゾンビを蹴散らすにゃんこ軍団の超兵器達！★詳細はバナーをタップ!!
20190118	1100	20190121	1100	80200	999999	0	0	1	1	370	150	0	0	0	0	6970	0	2500	0	500	1	30	0	世界一即戦力になるにゃんこ達！シークレット新参戦！？★詳細はバナーをタップ!!
20190121	1100	20190123	1100	80200	999999	0	0	1	1	245	150	0	4	0	0	7000	0	2500	0	500	0	0	0	赤い敵対策はお任せ！限定キャラも登場する特別版！★おまけアップイベント開催中!!
20190123	1100	20190125	1100	80200	999999	0	0	1	1	325	150	0	0	0	0	7000	0	2500	0	500	0	0	0	謎だらけのキモかわ生命体「ネコルガ」シリーズ！★詳細はバナーをタップ!!
20190125	1100	20190127	1100	80200	999999	0	0	1	1	347	150	0	0	0	0	7000	0	2500	0	500	0	0	0	にゃんこワールドの偉大なる神々、ここに集結！★詳細はバナーをタップ!!
20190127	1100	20190129	1100	80200	999999	0	0	1	1	344	150	0	0	0	0	7000	0	2500	0	500	0	0	0	正義と闇、２つの力を持つにゃんこ軍団の救世主！★詳細はバナーをタップ!!
20190129	1100	20190201	1100	80200	999999	0	0	1	1	246	150	0	4	0	0	7000	0	2500	0	500	0	0	0	浮いてる敵に対して強力効果の「エアバスターズ」！★おまけアップイベント開催中!!
20190201	1100	20190204	1100	80200	999999	0	0	1	1	360	150	0	0	0	0	6500	0	2600	0	900	0	0	0	強力な限定キャラ「幼傑ダルターニャ」も参戦！★超激レア出現率が今だけ超アップ!!
[end]
