[start]
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	2	3	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	3	3	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20210503	1100	20300101	0	100400	999999	0	0	0	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		62	0	0	0	0	0	7400	0	2100	0	500	0	0	0	【기간한정】 꼬맹이 고양이들을 손에 넣을 수 있는 특별 이벤트 뽑기 등장!
20210416	1100	20300101	0	100400	999999	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		63	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	【기간한정】 고양이 드링크와 XP를 GET할 수 있는 특별 뽑기!
20220106	1100	20300101	1100	110100	999999	0	0	0	1	64	0	2300	0	10000	0	0	0	0	0	0	0	0	0	
20240426	1100	20300101	0	130300	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		873	0	0	0	0	0	0	0	0	0	9500	0	500	0	★확률, 상세 내용은 배너를 클릭!★울슈레 이상 캐릭터 반드시 1개 확정 획득 가능!★레전드 뽑기★	0	0	0	0
20240426	1100	20300101	0	130300	999999	0	0	1	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		872	0	0	0	0	0	0	0	0	0	10000	0	0	0	★확률, 상세 내용은 배너를 클릭!★울트라 슈퍼 레어 캐릭터 100% 획득 가능!★플래티넘 뽑기★	0	0	0	0	0
20240712	1100	20300101	000	130401	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		878	0	0	0	0	0	0	0	0	0	9500	0	500	0	★확률, 상세 내용은 배너를 클릭!★울슈레 이상 캐릭터 반드시 1개 확정 획득 가능!★레전드 뽑기★
20240819	1100	20240916	1100	130500	999999	0	0	4	1	31	0	0	0	250	0	6250	0	2300	0	1000	1	200	0	【고양이의 여름 방학】 전설의 벌레 채집망으로 돌릴 수 있는 여름 한정 뽑기! ★9월 16일 11시까지	이 뽑기를 	번 더 돌리면 곤충 캐릭터 3종류 중 1개가 반드시 출현!!
20240819	1100	20240902	1100	130500	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		904	150	0	16384	0	0	7000	0	2500	0	500	0	0	0	★확률, 상세 내용은 배너를 클릭!★ 신 캐릭터 등장! 개방적인 여름 한정 캐릭터들을 GET!
20240821	1100	20240823	1100	130500	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		824	150	0	16384	0	0	6970	0	2500	0	500	0	30	0	★확률, 상세 내용은 배너를 클릭!★3속성에 맷집이 좋은 캐릭터 '건설병단 스핑크스' 참전!
20240823	1100	20240826	1100	130500	999999	0	0	1	1	877	150	0	0	0	0	6470	0	2600	0	900	0	30	0	★확률, 상세 내용은 배너를 클릭!★한정 레전드 레어 '해질녘의 이자나미' 참전!★울슈레 출현율 초 UP!
20240826	1100	20240902	1100	130500	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		904	150	0	0	0	0	7000	0	2500	0	500	1	0	0	★확률, 상세 내용은 배너를 클릭!★ 신 캐릭터 등장! 개방적인 여름 한정 캐릭터들을 GET!
20240826	1100	20240828	1100	130500	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		812	150	0	0	0	0	6970	0	2500	0	500	1	30	0	★확률, 상세 내용은 배너를 클릭!★'카오루가' 참전! 수수께끼에 싸인 생명체!
20240828	1100	20240830	1100	130500	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		869	150	0	0	0	0	6970	0	2500	0	500	1	30	0	★확률, 상세 내용은 배너를 클릭!★소환 능력을 가진 캐릭터 '페가사' 참전!
