[start]
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	2	3	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	3	3	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20201009	1100	20300101	1100	90900	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		525	0	0	0	0	0	0	0	0	0	10000	0	0	0	울트라 슈퍼 레어 캐릭터를 반드시 뽑을 수 있는 ★플래티넘 뽑기★
20201113	1100	20300101	1100	91000	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		543	0	0	0	0	0	0	0	0	0	10000	0	0	0	울트라 슈퍼 레어 캐릭터 100% 획득 가능! ★플래티넘 뽑기★
20201116	1100	20201202	0	91000	999999	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		53	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	 【기간한정】 고양이 드링크와 XP를 GET할 수 있는 특별 뽑기!★ 12월 1일까지!
20201118	1100	20201203	0	91000	999999	0	0	0	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	7400	0	2100	0	500	0	0	0	【기간 한정】꼬맹이 고양이들을 손에 넣을 수 있는 특별 이벤트 뽑기 등장! (~12/2)
20201130	1100	20201202	1100	100000	999999	0	0	1	1	451	150	0	4076	0	0	7000	0	2500	0	500	0	0	0	빨간 적은 우리에게 맡겨달라냥! 한정 캐릭터도 등장!★보너스 업 이벤트 개최 중!
20201130	1100	20201202	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		452	150	0	4076	0	0	7000	0	2500	0	500	0	0	0	떠있는 적에 강력한 '에어 바스터즈' 등장! !★보너스 업 이벤트 개최 중!
20201130	1100	20201202	1100	100000	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		453	150	0	4076	0	0	7000	0	2500	0	500	0	0	0	메탈 적에 절대적인 파워! 한정 캐릭터도 등장하는 특별 뽑기!★보너스 업 이벤트 개최 중!
20201130	1100	20201207	1100	100000	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	2	500	0	7000	0	2000	0	500	0	0	0	☆기간 한정★높은 확률로 캣츠아이를 획득할 수 있는 특별 뽑기!☆
20201202	1100	20201204	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		430	150	0	0	0	0	6970	0	2500	0	500	0	30	0	♡파워풀&큐트한 소녀들♡자세한 내용은 배너를 클릭♡
20201204	1100	20201207	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		517	150	0	0	0	0	6970	0	2500	0	500	1	30	0	신 캐릭터 ★오이루가★ 참전! 수수께끼 투성이의 생명체들! 자세한 내용은 배너를 클릭!
20201207	1100	20201214	1100	100000	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	300	0	400	0	2000	0	7000	0	600	0	0	0	☆기간 한정★개다래를 획득할 수 있는 특별 뽑기!☆
20201207	1100	20201209	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		424	150	0	0	0	0	6970	0	2500	0	500	0	30	0	세계 최강 전력의 냥코 군단!★자세한 내용은 배너를 클릭!
20201209	1100	20201211	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		427	150	0	0	0	0	6970	0	2500	0	500	0	30	0	★검은 적에 강한 멋진 환수들! 자세한 내용은 배너를 클릭!★
20201211	1100	20201214	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		497	150	0	0	0	0	6970	0	2500	0	500	0	30	0	냥코 월드의 위대한 신들이 이곳에 집결!★자세한 내용은 배너를 클릭!
[end]
