[start]
20160101	0	20300101	0	50700	999999	0	0	1	1	0	150	0	0	0	0	7500	0	2000	0	500	0	0	0	여기에서만 얻을 수 있는 레어 캐릭터가 100% 출현!!
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20170101	0	20300101	0	50700	999999	0	0	2	2	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	50700	999999	0	0	3	2	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20181013	1100	20300101	1100	70400	999999	0	0	1	4	-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		320	0	0	0	0	0	0	0	0	0	10000	0	0	0	울트라 슈퍼 레어 캐릭터를 반드시 뽑을 수 있는 「플래티넘 뽑기」
20190716	1100	20190802	0	80600	999999	0	0	0	3	-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		-1	150	0	0	0	0	7500	0	2000	0	500	0	0	0		28	0	0	0	0	0	5100	0	3500	0	1400	0	0	0	【기간한정】고양이 드링크와 XP를 GET할 수 있는 특별 뽑기!★ 8월 1일 까지!
20190718	1100	20190801	1100	80700	999999	0	0	1	1	391	150	0	0	0	0	7000	0	2500	0	500	0	0	0	에반게리온 캐릭터가 등장하는 콜라보 뽑기!★자세한 내용은 배너를 클릭! 
20190721	1500	20190801	1100	80700	999999	0	0	1	1	391	150	0	0	0	0	7000	0	2500	0	500	1	0	0	에반게리온 캐릭터가 등장하는 콜라보 뽑기!★10+1 연속 뽑기 울슈레 확정!★
20190729	1100	20190801	1100	80700	999999	0	0	1	1	391	150	0	0	0	0	7000	0	2500	0	500	1	0	0	※종료임박※ 에반게리온 콜라보 뽑기★10+1연속 뽑기로 울슈레 확정!
20190729	1100	20190801	1100	80700	999999	0	0	1	2	-1	150	0	0	0	0	6970	0	2500	0	500	0	30	0		354	150	0	0	0	0	7000	0	2500	0	500	1	0	0	♡이세계에서 소환 된 몬스터 미소녀들♡10+1연속 뽑기 울슈레 1개 확정! ♡
20190801	1100	20190804	1100	80700	999999	0	0	1	1	360	150	0	0	0	0	6500	0	2600	0	900	0	0	0	★강력한 한정 캐릭터 「쾌걸 달타냥」 참전!★울슈레 확률 지금만 초 UP★
20190804	1100	20190807	1100	80700	999999	0	0	1	1	369	150	0	0	0	0	6970	0	2500	0	500	0	30	0	★세계 최강 전력의 냥코 군단! 시크릿 참전!?★자세한 내용은 배너를 클릭! 
20190807	1100	20190810	1100	80700	999999	0	0	1	1	330	150	0	0	0	0	6970	0	2500	0	500	0	30	0	★검은 적에게 강한 바사라즈! 비밀스럽게 무장하고 새롭게 참전?! ★자세한 내용은 배너를 클릭!!
20190810	1100	20190812	1100	80700	999999	0	0	1	1	377	150	0	0	0	0	6970	0	2500	0	500	0	30	0	★냥코 군단의 초비밀 병기! 시크릿 참전!?★자세한 내용은 배너를 클릭!!★
[end]
