[start]
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	2	3	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	3	3	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20201009	1100	20300101	1100	90900	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		525	0	0	0	0	0	0	0	0	0	10000	0	0	0	必出超激稀有角色的白金轉蛋！快來獲得心儀的貓咪吧！
20201113	1100	20300101	1100	91000	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		543	0	0	0	0	0	0	0	0	0	10000	0	0	0	必出超激稀有角色的白金轉蛋！快來獲得心儀的貓咪吧！
20201116	1100	20201202	0	91000	999999	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		53	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	限時開放★能夠獲得喵力達與XP的特別轉蛋！★12月1日為止！
20201118	1100	20201203	0	91000	999999	0	0	0	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	7400	0	2100	0	500	0	0	0	限時開放！收集小小貓咪的好機會！★開放到2020年12月2日！
20201130	1100	20201202	1100	100000	999999	0	0	1	1	451	150	0	4076	0	0	7000	0	2500	0	500	0	0	0	對紅色敵人就靠這組！限定角色登場的特別版轉蛋！好康轉蛋活動中！
20201130	1100	20201202	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		452	150	0	4076	0	0	7000	0	2500	0	500	0	0	0	對飄浮敵人有強大效果的「飄浮破壞者」來了！好康轉蛋活動中！
20201130	1100	20201202	1100	100000	999999	0	0	1	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		453	150	0	4076	0	0	7000	0	2500	0	500	0	0	0	對鋼鐵敵人效果絕大呀！限定角色登場的特別版轉蛋！好康轉蛋活動中！
20201130	1100	20201207	1100	100000	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	2	500	0	7000	0	2000	0	500	0	0	0	限時開放★高機率獲得各種貓眼石的活動限定特別轉蛋！
20201202	1100	20201204	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		430	150	0	0	0	0	6970	0	2500	0	500	0	30	0	打倒阻礙的敵人！戰鬥力十足又可愛的電腦少女們！★點圖可看詳細內容！
20201204	1100	20201207	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		517	150	0	0	0	0	6970	0	2500	0	500	1	30	0	新角色「角擊貓」參戰！充滿謎的噁心可愛生命體來啦！★點圖確認詳細吧!!
20201207	1100	20201214	1100	100000	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	300	0	400	0	2000	0	7000	0	600	0	0	0	限時開放★有機會入手貓薄荷的活動限定特別轉蛋！
20201207	1100	20201209	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		424	150	0	0	0	0	6970	0	2500	0	500	0	30	0	豐富多樣性的世界第一即戰力貓咪們！★點圖確認詳細吧!!
20201209	1100	20201211	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		427	150	0	0	0	0	6970	0	2500	0	500	0	30	0	對上黑敵能力大爆發！有強大效果的戰國武將們！★點圖確認詳細吧！！
20201211	1100	20201214	1100	100000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		497	150	0	0	0	0	6970	0	2500	0	500	0	30	0	貓咪世界的偉大神們，都齊聚在此啦！★點圖確認詳細吧!!
[end]
