[start]
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	2	3	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	3	3	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20201009	1100	20300101	1100	90900	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		525	0	0	0	0	0	0	0	0	0	10000	0	0	0	必出超激稀有角色的白金轉蛋！快來獲得心儀的貓咪吧！
20201012	1100	20201026	2359	90900	999999	0	0	4	1	13	0	0	0	2700	0	2300	0	1100	0	2500	1	1400	1	【期間限定】可使用"聖魔大戰巧克力"的限定轉蛋！★10月26日為止！	只要再使用活動轉蛋	次後限定角色必定出現!!
20201012	1100	20201026	1100	90900	999999	0	0	1	1	537	150	0	6616	0	0	6970	0	2500	0	500	0	30	0	惡魔VS天使！『聖魔大戰』合作轉蛋！★點圖確認詳細吧!!
20201016	1100	20201102	0	90900	999999	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		52	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	限時開放★能夠獲得喵力達與XP的特別轉蛋！★11月1日為止！
20201016	1100	20201026	1100	90900	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		537	150	0	6616	0	0	6970	0	2500	0	500	0	30	0	惡魔VS天使！『聖魔大戰』合作轉蛋！★點圖確認詳細吧!!
20201019	1100	20201021	1100	90900	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		507	150	0	6616	0	0	6970	0	2500	0	500	0	30	0	異世界召喚來的快樂美少女們！隱藏版美少女也參戰！★點圖確認詳細吧！！
20201019	1100	20201026	1100	90900	999999	0	0	1	1	537	150	0	6616	0	0	6970	0	2500	0	500	0	30	0	惡魔VS天使！『聖魔大戰』合作轉蛋！★點圖確認詳細吧!!
20201021	1100	20201023	1100	90900	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		446	150	0	6616	0	0	6970	0	2500	0	500	0	30	0	貓咪軍團珍藏的超級武器！神秘角色新登場！？★點圖可以看詳細內容喔！
20201023	1100	20201026	1100	90900	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		488	150	0	6616	0	0	6970	0	2500	0	500	1	30	0	握有正義與黑暗之力，貓咪軍團的救世主來了！★點圖確認詳細吧!!
20201023	1100	20201026	1100	90900	999999	0	0	1	1	537	150	0	6616	0	0	6970	0	2500	0	500	1	30	0	【即將結束】惡魔VS天使！『聖魔大戰』合作轉蛋！★11連轉超激確定活動中!!
20201026	1100	20201104	1100	91000	999999	0	0	1	1	545	150	0	0	0	0	7000	0	2500	0	500	0	0	0	追加新角色！使用轉蛋蒐集所有萬聖節限定角色吧！★點圖可確認詳細!!
20201026	1100	20201028	1100	91000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		430	150	0	0	0	0	6970	0	2500	0	500	0	30	0	打倒阻礙的敵人！戰鬥力十足又可愛的電腦少女們！★點圖可看詳細內容！
20201028	1100	20201030	1100	91000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		424	150	0	0	0	0	6970	0	2500	0	500	0	30	0	豐富多樣性的世界第一即戰力貓咪們！★點圖確認詳細吧!!
20201030	1100	20201104	1100	91000	999999	0	0	1	1	545	150	0	0	0	0	7000	0	2500	0	500	1	0	0	追加新角色！使用轉蛋蒐集所有萬聖節限定角色吧！★點圖可確認詳細!!
20201030	1100	20201101	1100	91000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		427	150	0	0	0	0	6970	0	2500	0	500	1	30	0	對上黑敵能力大爆發！有強大效果的戰國武將們！★點圖確認詳細吧！！
20201101	1100	20201104	1100	91000	999999	0	0	1	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		497	150	0	0	0	0	6970	0	2500	0	500	1	30	0	貓咪世界的偉大神們，都齊聚在此啦！★點圖確認詳細吧!!
[end]
