[start]
20180109	1100	20300101	1100	50700	999999	0	0	0	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	
20160101	0	20300101	0	50700	999999	0	0	1	1	0	150	0	0	0	0	7500	0	2000	0	500	0	0	0	只有從這個轉蛋才能拿到的限定角色等著你喔！
20170101	0	20300101	0	80200	999999	0	0	2	3	0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0		0	30	0	0	0	0	7500	0	2000	0	500	0	0	0	
20170101	0	20300101	0	80200	999999	0	0	3	3	0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0		0	75	0	0	0	0	7500	0	2000	0	500	0	0	0	
20200424	1100	20300101	1100	90400	999999	0	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		504	0	0	0	0	0	0	0	0	0	10000	0	0	0	必出超激稀有角色的白金轉蛋！快來獲得心儀的貓咪吧！
20200510	1100	20200518	1100	90400	999999	0	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	300	0	400	0	2000	0	7000	0	600	0	0	0	限時開放★有機會入手貓薄荷的活動限定特別轉蛋！
20200512	1100	20200515	1100	90400	999999	0	0	1	1	427	150	0	0	0	0	6970	0	2500	0	500	0	30	0	對上黑敵能力大爆發！有強大效果的戰國武將們！★點圖確認詳細吧！！
20200515	1100	20200518	1100	90400	999999	0	0	1	1	501	150	0	0	0	0	6500	0	2600	0	900	0	0	0	限定角色「影傑漆黑達太貓」也參戰！★超激稀有角色出現率超大幅上升
20200516	1100	20200602	0	90400	999999	0	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0	0	0	0	0		43	0	300	0	0	0	5100	0	3500	0	1400	0	0	0	限時開放★能夠獲得喵力達與XP的特別轉蛋！★6月1日為止！
20200518	1100	20200520	1100	90400	999999	0	0	1	1	431	150	0	0	0	0	6970	0	2500	0	500	0	30	0	打倒阻礙的敵人！戰鬥力十足又可愛的電腦少女們！★點圖可看詳細內容！
20200520	1100	20200522	1100	90400	999999	0	0	1	1	488	150	0	0	0	0	6970	0	2500	0	500	0	30	0	狙擊天才沙紀參戰！握有正義與黑暗之力的救世主們！★點圖確認詳細吧！！
20200522	1100	20200525	1100	90400	999999	0	0	1	1	425	150	0	0	0	0	6970	0	2500	0	500	1	30	0	豐富多樣性的世界第一即戰力貓咪們！★點圖確認詳細吧!!
20200525	1100	20200527	1100	90400	999999	0	0	1	1	435	150	0	0	0	0	6970	0	2500	0	500	0	30	0	展現壓倒性的存在感，快點入手強力的龍皇吧!★點圖確認詳細吧!!
20200527	1100	20200529	1100	90400	999999	0	0	1	1	499	150	0	0	0	0	6970	0	2500	0	500	0	30	0	冥界神黑帝斯參戰！貓咪世界再加一偉大神！★點圖確認詳細吧!!
20200529	1100	20200601	1100	90400	999999	0	0	1	1	500	150	0	0	0	0	6500	0	2600	0	900	0	0	0	超強戰力角色「災難少女凱斯莉」參戰！★超激稀有出現率只有現在上升中！
[end]
